-14.129510817966809,-12.610866851926733,-13.016728047239761,-10.630934639530125,-9.800954790804463,-5.907297744452254,0.3577017423405733,2.3087276109814234,0.6780997553612347,-6.4353457038944075,-10.120607147588377,-6.111928187713237,-0.0905480167592669,-0.5439598184820462,-8.719141955054925,-12.181606579239244,-14.750625892431263,-16.373775265602276,-17.52673331102801,-18.58548304735133,-19.551367889287476,-20.382051227204173,-21.066544867384547,-21.674802782432575,-22.430325693491902,-22.98950672661546,-23.67190951055201,-24.249270551751238,-24.860378206923095,-25.321012862338165,-25.91938547911366,-26.401216145758454,-26.88783732817728,-27.429505491736478,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547
-14.765760404813298,-13.096157932716016,-13.352625451762675,-10.756681277421702,-9.8712268256076,-5.916596598701055,0.3577761666943181,2.3087211408516026,0.6780560149201219,-6.400953583283593,-9.288403665174036,-6.033923751923799,-0.09094630195194509,-0.5436560963884082,-8.77813402501836,-12.501993601537938,-15.580114595019399,-17.725232053313977,-19.35929222362555,-20.78359253933889,-21.961183819190467,-22.847011285548493,-23.47642562841834,-23.96817007697013,-24.56126780180274,-24.947315108540224,-25.469721732736335,-25.898576685230484,-26.341111309154904,-26.680824085704963,-27.15090697432412,-27.516763727228387,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547
-17.25608006874639,-14.018607730129299,-13.763102882521713,-10.847417109045125,-9.898896701545484,-5.917755544823947,0.35772036007435026,2.3087382288241907,0.6780323064397014,-6.417508820881701,-9.652163603051902,-6.07802654591187,-0.09071420776605181,-0.5438349533450328,-8.741978185961976,-12.28860127317735,-14.952879103383355,-16.59263950549103,-17.69530905762701,-18.661271599546634,-19.51419312603127,-20.22693264584164,-20.787906879794736,-21.27325575944961,-21.897377575023334,-22.308539920577648,-22.875903973883194,-23.332637485784478,-23.80566704876291,-24.170878193912294,-24.664371303898637,-25.05184020178701,-25.468159876661712,-25.94902233427296,-26.332168749958704,-26.853836137330408,-27.34961425233387,-27.631021115928547,-27.631021115928547,-27.631021115928547
-16.160889367093827,-13.767437868380389,-13.66243851331208,-10.82376601432955,-9.88780898585009,-5.916521072343687,0.35771395932145983,2.308738147413879,0.678038856546578,-6.420893378777107,-9.733889574189456,-6.085836208069537,-0.09067393795953631,-0.5438663981552475,-8.735645501946342,-12.25435125715769,-14.87183251490999,-16.478702933913343,-17.564486662153946,-18.525660275300435,-19.38009796232233,-20.097188576721386,-20.66371323521865,-21.154853699461732,-21.78523075409666,-22.20196041035449,-22.77436788899808,-23.23520433334462,-23.71260623198468,-24.08093088538163,-24.577507242727265,-24.96771100381248,-25.386297957678526,-25.869543780187147,-26.254748902553214,-26.778748938585885,-27.27713746182091,-27.631021115928547,-27.631021115928547,-27.631021115928547
-14.54799535559265,-12.945752423797268,-13.262421777201835,-10.731242585820876,-9.861211018726546,-5.915835934169058,0.357782964374804,2.3087181466623616,0.6780628499918065,-6.3995239369676815,-9.259690033096241,-6.0299710063717,-0.09096677649013131,-0.5436411278521811,-8.78091823702877,-12.518112212535705,-15.63220177731353,-17.840160112401822,-19.58294181267454,-21.173032975168553,-22.55031830938784,-23.597566451779073,-24.31171518094632,-24.82190731888351,-25.39468626521739,-25.75734111853533,-26.251708874906992,-26.66250507753776,-27.089685468776523,-27.41862674684169,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547
-14.129510817962556,-12.610866851928249,-13.01672804723618,-10.630934639530917,-9.800954790803972,-5.907297744452241,0.35770174234057717,2.308727610981428,0.6780997553612393,-6.435345703894448,-10.120607147588098,-6.111928187713229,-0.09054801675927225,-0.5439598184820513,-8.719141955054974,-12.181606579238773,-14.750625892432714,-16.373775265602543,-17.52673331102786,-18.585483047349154,-19.551367889292752,-20.382051227197202,-21.06654486739261,-21.67480278242728,-22.430325693488143,-22.98950672662046,-23.67190951054661,-24.249270551778054,-24.86037820690879,-25.321012862268034,-25.91938547917546,-26.401216145715427,-26.887837328185306,-27.42950549175294,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547
-14.765760404814817,-13.096157932715,-13.352625451765155,-10.756681277421594,-9.871226825607438,-5.916596598701101,0.3577761666943268,2.30872114085161,0.6780560149201307,-6.400953583283645,-9.288403665173982,-6.033923751923851,-0.09094630195195506,-0.5436560963884154,-8.77813402501822,-12.501993601538315,-15.58011459501928,-17.725232053310553,-19.359292223631044,-20.783592539320583,-21.96118381921101,-22.847011285532478,-23.476425628398424,-23.96817007700149,-24.56126780183234,-24.947315108518357,-25.469721732768246,-25.898576685275316,-26.341111309187504,-26.680824085683952,-27.150906974375687,-27.51676372707338,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547
-17.256080068763193,-14.018607730128034,-13.76310288252368,-10.847417109044896,-9.898896701545667,-5.91775554482394,0.35772036007435987,2.3087382288241987,0.6780323064397096,-6.417508820881755,-9.652163603051973,-6.078026545911879,-0.09071420776606384,-0.5438349533450466,-8.741978185961912,-12.28860127317755,-14.952879103383099,-16.59263950549334,-17.695309057628084,-18.661271599546524,-19.514193126021265,-20.226932645849747,-20.787906879806354,-21.273255759419378,-21.897377575047777,-22.308539920575722,-22.87590397386418,-23.33263748579924,-23.80566704876432,-24.17087819391746,-24.66437130383718,-25.05184020181392,-25.468159876626892,-25.949022334285804,-26.332168749946735,-26.853836137306583,-27.34961425243424,-27.631021115928547,-27.631021115928547,-27.631021115928547
-16.160889367081378,-13.767437868383482,-13.662438513315392,-10.823766014329292,-9.88780898584972,-5.916521072343705,0.3577139593214628,2.3087381474138815,0.6780388565465798,-6.4208933787771025,-9.73388957418962,-6.085836208069551,-0.09067393795954724,-0.5438663981552606,-8.735645501946445,-12.254351257157749,-14.871832514909668,-16.478702933912764,-17.564486662157808,-18.525660275297994,-19.380097962321663,-20.097188576717205,-20.663713235233967,-21.154853699447617,-21.785230754092513,-22.20196041037713,-22.774367888970332,-23.2352043333338,-23.712606232011474,-24.080930885375395,-24.57750724276192,-24.967711003777563,-25.386297957633438,-25.869543780224394,-26.25474890253375,-26.778748938545817,-27.277137461805598,-27.631021115928547,-27.631021115928547,-27.631021115928547
-14.547995355605124,-12.945752423792957,-13.262421777203683,-10.731242585821555,-9.86121101872605,-5.915835934169096,0.35778296437479223,2.308718146662354,0.6780628499918037,-6.399523936967733,-9.259690033096192,-6.029971006371741,-0.09096677649013314,-0.5436411278521713,-8.78091823702907,-12.518112212535359,-15.632201777312721,-17.840160112416427,-19.58294181265449,-21.17303297519315,-22.550318309349503,-23.597566451819407,-24.311715180925496,-24.821907318852205,-25.394686265332464,-25.757341118605652,-26.251708874620277,-26.66250507744044,-27.089685469012586,-27.41862674656128,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547,-27.631021115928547
