0.0,1.2416166042209855e-10
31.25,7.305188382220481e-07
62.5,2.130714214025088e-06
93.75,2.40971241738949e-06
125.0,7.79928281549752e-07
156.25,4.760970296258672e-07
187.5,9.158531568575264e-06
218.75,2.9520923187620244e-05
250.0,3.8870974330317984e-05
281.25,3.534488196688467e-06
312.5,0.00024577913168991554
343.75,0.004943958890064523
375.0,0.08798722007972051
406.25,2.6791596744927735
437.5,6.9608529592777275
468.75,3.522362845694241
500.0,0.20594218193621822
531.25,0.0044949938787485
562.5,3.0527380845616356e-05
593.75,5.7967197740085695e-05
625.0,5.440814007366715e-05
656.25,1.2952583836146982e-05
687.5,1.2463266639050163e-07
718.75,5.829461261109266e-09
750.0,2.4198476493982594e-05
781.25,0.00044104747347858904
812.5,0.005693993229734964
843.75,0.2547175018343506
875.0,0.7624043856347401
906.25,0.4395011079249943
937.5,0.03303253205724408
968.75,0.0004157111507995243
1000.0,9.357074747038432e-08
1031.25,1.4975407254134673e-05
1062.5,1.0856527533690975e-05
1093.75,3.2435548113987884e-06
1125.0,2.2005755522521158e-07
1156.25,1.2479580859962137e-07
1187.5,4.2314778956552674e-07
1218.75,3.1916792082412096e-07
1250.0,8.458406002498582e-08
1281.25,5.725766693760686e-12
1312.5,3.5291344712493535e-08
1343.75,5.818671049574581e-08
1375.0,3.265618835278192e-08
1406.25,4.083097457159773e-09
1437.5,2.2468353901375523e-09
1468.75,1.2208033428444392e-08
1500.0,1.2633719293282019e-08
1531.25,4.519284962140106e-09
1562.5,1.811597070303004e-11
1593.75,2.1961600510691537e-09
1625.0,4.578727609836728e-09
1656.25,3.1181587557743397e-09
1687.5,5.188342433917294e-10
1718.75,1.8762219158088673e-10
1750.0,1.4229616445554384e-09
1781.25,1.7215312999846477e-09
1812.5,7.272058755914338e-10
1843.75,1.1442373130273278e-11
1875.0,3.1789166482721065e-10
1906.25,7.868353928906671e-10
1937.5,6.091027055003836e-10
1968.75,1.2611509597499644e-10
2000.0,2.5754742523692604e-11
2031.25,2.8379073241939183e-10
2062.5,3.884436721732377e-10
2093.75,1.8706939250546272e-10
2125.0,6.538056903706873e-12
2156.25,6.748859548131859e-11
2187.5,1.9683309374945482e-10
2218.75,1.6975406864426353e-10
2250.0,4.2280689459595926e-11
2281.25,4.249416859965508e-12
2312.5,7.554097452991131e-11
2343.75,1.1589215162125063e-10
2375.0,6.261499094185605e-11
2406.25,3.770016539326738e-12
2437.5,1.7806600444470603e-11
2468.75,6.166710719908575e-11
2500.0,5.873469486546046e-11
2531.25,1.7190342472118477e-11
2562.5,6.907775003414543e-13
2593.75,2.413094025439122e-11
2625.0,4.141413881209359e-11
2656.25,2.485694593034035e-11
2687.5,2.238650879917146e-12
2718.75,5.382450646000491e-12
2750.0,2.2487656332169738e-11
2781.25,2.3548141924245128e-11
2812.5,7.954634053407656e-12
2843.75,8.479571897440844e-14
2875.0,8.74304064244292e-12
2906.25,1.681139417108303e-11
2937.5,1.1131384124552369e-11
2968.75,1.3727056133768587e-12
3000.0,1.774614025465428e-12
3031.25,9.154038690839263e-12
3062.5,1.0513681387321155e-11
3093.75,4.040858272055133e-12
3125.0,8.95104735268177e-15
3156.25,3.4719643608731245e-12
3187.5,7.507455990188018e-12
3218.75,5.454707239988957e-12
3250.0,8.676613928933006e-13
3281.25,6.162531326100229e-13
3312.5,4.05125854369096e-12
3343.75,5.09748263861755e-12
3375.0,2.2031628303873624e-12
3406.25,1.7714258815370132e-14
3437.5,1.4771967706094975e-12
3468.75,3.6114831763363116e-12
3500.0,2.8671524825656958e-12
3531.25,5.637027907772706e-13
3562.5,2.1889077255324262e-13
3593.75,1.9148206091080127e-12
3625.0,2.6385704355806255e-12
3656.25,1.2699686205779234e-12
3687.5,2.9804016464276165e-14
3718.75,6.626153378793281e-13
3750.0,1.844453021590204e-12
3781.25,1.5943899017397757e-12
3812.5,3.7531073405799597e-13
3843.75,7.726783846803185e-14
3875.0,9.544600094597867e-13
3906.25,1.4407048805590329e-12
3937.5,7.658215534890535e-13
3968.75,3.46795999928519e-14
4000.0,3.0964261647069527e-13
4031.25,9.897363451995297e-13
4062.5,9.287625620315666e-13
4093.75,2.5538960975225425e-13
4125.0,2.6245892135096384e-14
4156.25,4.97188002821323e-13
4187.5,8.225992322508006e-13
4218.75,4.79438892418234e-13
4250.0,3.415000965023319e-14
4281.25,1.4937201612353758e-13
4312.5,5.537988690890955e-13
4343.75,5.626399768526263e-13
4375.0,1.7720673058135308e-13
4406.25,8.284361690387813e-15
4437.5,2.6886926136780484e-13
4468.75,4.880115909402627e-13
4500.0,3.0986039057475446e-13
4531.25,3.088132932103015e-14
4562.5,7.38598680535451e-14
4593.75,3.2135126528636563e-13
4625.0,3.5257215443604655e-13
4656.25,1.2513798024576526e-13
4687.5,2.437523361811256e-15
4718.75,1.502405887624302e-13
4750.0,2.994198498820636e-13
4781.25,2.0588387293761946e-13
4812.5,2.662719406975774e-14
4843.75,3.723226330894275e-14
4875.0,1.9263526513047965e-13
4906.25,2.27650172143462e-13
4937.5,8.979993914664133e-14
4968.75,8.941770842603157e-16
5000.0,8.648712617814758e-14
5031.25,1.893798931437414e-13
